age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,y,saving,debt
34,blue-collar,married,secondary,no,-271,yes,yes,cellular,2,feb,90,1,252,2,no,,-271.0
38,services,married,secondary,no,304,no,yes,cellular,2,feb,238,1,214,1,no,304.0,
38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,269,1,no,447.0,
37,blue-collar,married,primary,no,708,yes,no,telephone,2,feb,51,1,-1,0,no,708.0,
40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,no,407.0,
28,management,single,tertiary,no,33,no,no,cellular,2,feb,271,7,-1,0,no,33.0,
56,technician,married,secondary,no,778,no,no,cellular,2,feb,315,2,208,1,no,778.0,
36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,no,533.0,
60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,no,553.0,
36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,no,763.0,
56,blue-collar,married,secondary,no,659,yes,no,cellular,2,feb,148,1,188,3,no,659.0,
37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,no,174.0,
36,technician,single,secondary,no,210,no,no,cellular,2,feb,65,1,-1,0,no,210.0,
38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,no,,-500.0
48,services,married,secondary,no,74,no,no,cellular,2,feb,201,1,-1,0,no,74.0,
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,no,478.0,
38,technician,married,secondary,no,10,no,no,cellular,2,feb,86,1,161,5,no,10.0,
27,services,married,primary,no,921,no,no,cellular,2,feb,141,1,-1,0,no,921.0,
27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,-1,0,no,10451.0,
46,entrepreneur,married,primary,no,0,no,no,cellular,2,feb,64,1,-1,0,no,0.0,
45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,no,,-75.0
46,blue-collar,married,primary,no,1941,yes,no,cellular,2,feb,90,1,-1,0,no,1941.0,
48,blue-collar,married,secondary,no,244,yes,yes,cellular,2,feb,212,1,-1,0,no,244.0,
30,admin.,single,secondary,no,585,no,yes,cellular,2,feb,7,6,-1,0,no,585.0,
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,no,746.0,
60,management,married,primary,no,92,no,no,telephone,2,feb,447,1,-1,0,no,92.0,
32,services,single,secondary,no,6857,no,no,cellular,2,feb,216,1,-1,0,no,6857.0,
48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,no,51.0,
58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,no,580.0,
45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,no,1818.0,
47,admin.,single,secondary,no,15,no,no,cellular,2,feb,71,1,266,4,no,15.0,
53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,no,798.0,
53,technician,married,secondary,no,7984,yes,no,cellular,2,feb,151,1,-1,0,no,7984.0,
54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,165,1,188,4,no,534.0,
36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,yes,96.0,
31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,yes,284.0,
36,blue-collar,single,secondary,no,50,no,no,telephone,2,feb,38,1,-1,0,no,50.0,
38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,no,,-196.0
31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,no,304.0,
35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,75,2,-1,0,no,994.0,
34,management,married,tertiary,no,28,yes,no,cellular,2,feb,504,1,-1,0,no,28.0,
35,blue-collar,married,primary,no,0,no,yes,cellular,2,feb,154,2,-1,0,no,0.0,
46,management,married,tertiary,no,587,no,no,telephone,2,feb,186,1,-1,0,no,587.0,
27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,no,1411.0,
38,services,single,secondary,no,4317,yes,no,cellular,2,feb,216,2,-1,0,no,4317.0,
47,management,single,tertiary,no,585,yes,no,cellular,2,feb,100,1,-1,0,no,585.0,
43,blue-collar,married,primary,no,575,no,no,cellular,2,feb,237,1,-1,0,no,575.0,
28,technician,single,tertiary,no,-481,yes,yes,cellular,2,feb,100,1,-1,0,no,,-481.0
54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,no,719.0,
31,services,married,secondary,no,442,yes,no,cellular,2,feb,69,1,270,2,no,442.0,
42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,no,336.0,
34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,2,feb,282,1,-1,0,no,,-508.0
37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,no,767.0,
29,unemployed,single,secondary,no,875,no,no,cellular,2,feb,137,1,-1,0,no,875.0,
26,student,single,tertiary,no,376,no,no,telephone,2,feb,237,2,-1,0,no,376.0,
34,blue-collar,married,primary,no,1873,yes,no,cellular,2,feb,192,1,-1,0,no,1873.0,
29,technician,single,secondary,no,120,no,no,cellular,2,feb,110,3,-1,0,no,120.0,
26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,no,761.0,
33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,20,7,-1,0,no,1327.0,
30,admin.,single,tertiary,no,267,no,no,cellular,2,feb,124,1,-1,0,no,267.0,
42,self-employed,single,secondary,no,924,no,no,cellular,2,feb,127,1,-1,0,no,924.0,
29,admin.,single,secondary,no,196,no,no,telephone,2,feb,268,1,-1,0,no,196.0,
41,management,married,primary,no,243,yes,no,cellular,2,feb,199,1,-1,0,no,243.0,
34,technician,married,primary,no,1301,no,no,cellular,2,feb,56,1,-1,0,no,1301.0,
35,technician,married,secondary,no,723,no,no,cellular,2,feb,324,1,-1,0,no,723.0,
29,management,married,tertiary,no,-45,no,no,cellular,2,feb,180,1,-1,0,no,,-45.0
28,services,single,secondary,no,0,no,no,cellular,2,feb,188,1,206,2,no,0.0,
34,management,married,tertiary,no,926,no,yes,cellular,2,feb,655,2,-1,0,no,926.0,
38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,no,8876.0,
31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,no,5.0,
26,management,single,tertiary,no,0,no,yes,cellular,2,feb,145,1,199,1,no,0.0,
39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,no,794.0,
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,no,1414.0,
35,admin.,married,secondary,no,643,yes,no,cellular,2,feb,346,2,-1,0,no,643.0,
41,management,single,tertiary,no,-24,yes,no,cellular,2,feb,437,1,-1,0,no,,-24.0
44,unemployed,single,tertiary,no,7822,yes,no,telephone,2,feb,20,1,-1,0,no,7822.0,
59,blue-collar,married,primary,no,0,no,no,cellular,2,feb,173,1,-1,0,no,0.0,
37,management,married,secondary,no,10,no,yes,cellular,2,feb,164,1,250,2,no,10.0,
34,unemployed,divorced,tertiary,no,182,yes,no,cellular,2,feb,170,1,-1,0,no,182.0,
40,blue-collar,married,primary,no,418,no,no,cellular,2,feb,84,2,-1,0,no,418.0,
36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,no,145.0,
41,blue-collar,divorced,secondary,no,-224,yes,no,cellular,2,feb,108,2,-1,0,no,,-224.0
36,management,married,tertiary,no,853,yes,yes,cellular,2,feb,408,1,-1,0,no,853.0,
54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,39,1,-1,0,no,6745.0,
38,self-employed,married,secondary,no,290,yes,no,cellular,2,feb,123,1,258,1,no,290.0,
46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,no,0.0,
38,management,married,tertiary,no,661,yes,no,cellular,2,feb,366,1,-1,0,no,661.0,
55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,no,621.0,
33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,no,474.0,
36,admin.,married,secondary,no,131,yes,no,cellular,2,feb,83,1,-1,0,no,131.0,
40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,no,504.0,
46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173,1,-1,0,no,216.0,
83,retired,married,primary,no,425,no,no,telephone,2,feb,912,1,-1,0,no,425.0,
46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,no,469.0,
38,technician,married,secondary,no,201,yes,no,cellular,2,feb,43,1,-1,0,no,201.0,
36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,-1,0,no,1366.0,
59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,136,1,-1,0,no,410.0,
30,management,single,tertiary,no,45,no,no,telephone,2,feb,211,2,-1,0,no,45.0,
31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,no,775.0,
34,management,married,tertiary,no,490,yes,no,cellular,2,feb,491,1,-1,0,no,490.0,
35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,no,,-50.0
29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,yes,1027.0,
55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,166,1,216,1,no,1530.0,
34,admin.,married,secondary,no,50,yes,no,cellular,2,feb,173,1,258,2,no,50.0,
31,services,single,secondary,no,125,no,no,cellular,2,feb,360,1,-1,0,no,125.0,
32,management,single,tertiary,no,207,yes,no,cellular,2,feb,56,1,-1,0,no,207.0,
32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,no,56.0,
37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,no,,-67.0
36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,no,0.0,
41,housemaid,married,primary,no,1332,no,no,telephone,2,feb,122,3,-1,0,no,1332.0,
42,blue-collar,married,primary,no,1455,yes,no,cellular,2,feb,279,2,269,2,no,1455.0,
40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,2,-1,0,no,683.0,
39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,no,,-145.0
52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,no,3175.0,
45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,no,474.0,
60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,no,174.0,
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,no,543.0,
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,no,82.0,
57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,no,11.0,
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,no,,-624.0
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,no,1404.0,
49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,no,359.0,
37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,no,59.0,
38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,113,2,-1,0,no,136.0,
41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,no,437.0,
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,no,55.0,
38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,no,489.0,
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,yes,687.0,
44,management,married,secondary,no,991,no,no,cellular,2,feb,194,1,-1,0,no,991.0,
48,admin.,single,secondary,no,303,yes,yes,cellular,2,feb,142,1,189,4,no,303.0,
35,management,single,tertiary,no,688,no,no,cellular,2,feb,504,1,-1,0,no,688.0,
28,management,single,tertiary,no,224,yes,no,cellular,2,feb,97,3,-1,0,no,224.0,
31,technician,single,tertiary,no,1625,no,no,cellular,2,feb,158,1,-1,0,no,1625.0,
33,management,single,tertiary,no,1021,no,no,cellular,2,feb,734,1,-1,0,no,1021.0,
43,management,married,secondary,yes,16,no,no,cellular,2,feb,154,2,-1,0,no,16.0,
60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,yes,2557.0,
31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,no,338.0,
29,management,single,tertiary,no,29,no,no,cellular,2,feb,144,1,-1,0,no,29.0,
27,student,single,secondary,no,1625,no,no,cellular,2,feb,180,5,-1,0,no,1625.0,
36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,feb,521,2,193,2,no,,-42.0
33,management,single,tertiary,no,5437,no,no,cellular,2,feb,78,1,-1,0,no,5437.0,
33,admin.,married,secondary,no,3519,no,no,cellular,2,feb,161,1,-1,0,no,3519.0,
45,housemaid,married,tertiary,no,40,yes,no,cellular,2,feb,68,1,-1,0,no,40.0,
43,management,married,tertiary,no,0,no,no,cellular,2,feb,319,2,-1,0,no,0.0,
34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,no,7.0,
43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,no,257.0,
53,admin.,divorced,secondary,no,372,no,yes,cellular,2,feb,126,2,-1,0,no,372.0,
59,management,married,tertiary,no,3401,no,no,cellular,2,feb,111,1,-1,0,no,3401.0,
46,management,married,tertiary,no,5261,no,no,cellular,2,feb,215,1,-1,0,no,5261.0,
35,services,divorced,secondary,no,6,no,no,cellular,2,feb,111,1,-1,0,no,6.0,
26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,-1,0,no,2469.0,
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,no,147.0,
40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,no,0.0,
53,technician,single,tertiary,no,-167,yes,yes,cellular,2,feb,289,1,-1,0,no,,-167.0
36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,114,1,263,3,no,608.0,
32,management,married,tertiary,no,141,no,no,cellular,2,feb,64,2,-1,0,no,141.0,
42,management,married,secondary,no,0,yes,yes,cellular,2,feb,854,1,-1,0,no,0.0,
31,management,single,tertiary,no,630,no,no,cellular,2,feb,70,2,-1,0,no,630.0,
28,student,single,secondary,no,689,no,no,cellular,2,feb,36,1,-1,0,no,689.0,
35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,no,630.0,
28,unemployed,single,tertiary,no,0,no,no,telephone,2,feb,39,1,-1,0,no,0.0,
38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,626,1,-1,0,yes,1308.0,
57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,no,567.0,
33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,no,606.0,
58,retired,married,secondary,no,1227,no,no,cellular,2,feb,277,1,-1,0,no,1227.0,
26,student,single,secondary,no,5569,no,no,cellular,2,feb,236,1,-1,0,no,5569.0,
41,management,married,secondary,no,0,yes,no,cellular,2,feb,154,2,264,1,no,0.0,
45,management,married,tertiary,no,3857,yes,no,cellular,2,feb,195,1,-1,0,no,3857.0,
43,blue-collar,married,secondary,no,1109,yes,no,cellular,2,feb,115,3,264,2,no,1109.0,
60,blue-collar,married,secondary,no,272,no,no,cellular,2,feb,421,1,-1,0,no,272.0,
33,management,married,tertiary,no,73,yes,no,cellular,2,feb,214,1,-1,0,no,73.0,
58,retired,married,secondary,no,158,yes,yes,cellular,2,feb,156,5,-1,0,no,158.0,
45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,570,2,-1,0,no,0.0,
38,admin.,divorced,secondary,no,485,yes,no,cellular,2,feb,252,1,-1,0,no,485.0,
29,management,single,tertiary,no,642,no,no,cellular,2,feb,156,3,-1,0,no,642.0,
32,blue-collar,single,secondary,no,2142,no,no,cellular,2,feb,406,1,-1,0,no,2142.0,
41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,-1,0,yes,840.0,
27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,no,0.0,
29,blue-collar,married,secondary,no,1074,no,no,cellular,2,feb,153,1,-1,0,no,1074.0,
48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,no,,-535.0
58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,yes,5701.0,
27,admin.,single,tertiary,no,43,no,no,cellular,2,feb,95,3,-1,0,no,43.0,
48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,no,22.0,
40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,no,809.0,
31,unemployed,single,primary,no,1,no,no,cellular,2,feb,19,6,-1,0,no,1.0,
52,services,married,secondary,no,416,yes,no,cellular,2,feb,198,2,-1,0,no,416.0,
43,blue-collar,married,secondary,no,597,yes,no,cellular,2,feb,87,1,263,1,no,597.0,
38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,no,103.0,
31,services,divorced,secondary,no,139,no,no,cellular,2,feb,178,1,-1,0,no,139.0,
31,management,single,secondary,no,783,yes,no,cellular,2,feb,221,2,272,1,no,783.0,
53,technician,married,secondary,no,4930,no,yes,cellular,2,feb,228,2,-1,0,no,4930.0,
32,management,single,secondary,no,453,yes,no,cellular,2,feb,544,1,269,2,no,453.0,
75,retired,divorced,primary,no,46,no,no,cellular,2,feb,294,1,-1,0,no,46.0,
37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,no,494.0,
75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,-1,0,no,3324.0,
60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,no,292.0,
61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,yes,6016.0,
30,technician,single,secondary,no,57,no,no,cellular,2,feb,465,2,-1,0,no,57.0,
48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,yes,8990.0,
32,admin.,single,tertiary,no,2004,no,no,cellular,2,feb,141,1,75,1,no,2004.0,
26,blue-collar,single,secondary,no,494,no,no,cellular,2,feb,237,1,-1,0,no,494.0,
38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,no,1187.0,
29,blue-collar,married,secondary,no,321,yes,yes,cellular,2,feb,102,2,-1,0,no,321.0,
36,management,married,tertiary,no,630,no,no,cellular,2,feb,285,1,-1,0,yes,630.0,
42,unemployed,single,secondary,no,1523,yes,no,cellular,2,feb,736,1,-1,0,no,1523.0,
57,management,married,secondary,no,123,no,no,cellular,2,feb,154,2,-1,0,no,123.0,
37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,no,230.0,
45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,no,1214.0,
26,services,single,secondary,no,37,no,yes,cellular,2,feb,219,5,-1,0,no,37.0,
35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,236,2,217,4,no,1526.0,
41,services,divorced,secondary,no,-376,yes,no,cellular,2,feb,421,3,238,9,no,,-376.0
33,admin.,married,secondary,no,482,yes,no,cellular,2,feb,249,1,-1,0,no,482.0,
31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,95,2,241,3,no,4015.0,
31,management,single,tertiary,no,1017,no,no,cellular,2,feb,83,1,-1,0,no,1017.0,
38,unemployed,single,secondary,no,2876,no,no,cellular,2,feb,245,2,-1,0,no,2876.0,
39,admin.,divorced,secondary,no,442,yes,no,cellular,2,feb,204,2,257,2,no,442.0,
56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,feb,116,2,230,2,no,5838.0,
35,admin.,married,tertiary,no,1145,yes,no,cellular,2,feb,82,2,-1,0,no,1145.0,
33,blue-collar,single,secondary,no,123,no,no,cellular,2,feb,175,2,-1,0,no,123.0,
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,yes,3283.0,
46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,158,2,207,1,no,665.0,
31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,no,671.0,
30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,402,1,-1,0,yes,432.0,
57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,no,589.0,
26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,280,1,-1,0,yes,15161.0,
32,admin.,single,secondary,no,613,yes,no,cellular,2,feb,88,1,-1,0,no,613.0,
54,management,divorced,tertiary,no,2037,no,no,cellular,2,feb,96,1,-1,0,no,2037.0,
55,retired,married,secondary,no,-185,no,yes,telephone,2,feb,463,2,-1,0,no,,-185.0
67,retired,married,tertiary,no,2841,no,no,cellular,2,feb,62,1,-1,0,no,2841.0,
53,management,married,tertiary,no,1759,no,no,cellular,2,feb,220,3,-1,0,no,1759.0,
30,admin.,single,secondary,no,3156,no,no,cellular,2,feb,170,1,-1,0,no,3156.0,
29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,no,,-498.0
26,self-employed,single,tertiary,no,458,yes,yes,cellular,2,feb,117,7,-1,0,no,458.0,
37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,223,2,200,7,no,,-1.0
38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,no,569.0,
28,management,single,tertiary,no,233,no,no,telephone,2,feb,51,2,-1,0,no,233.0,
41,management,single,tertiary,no,601,yes,yes,cellular,2,feb,457,2,-1,0,no,601.0,
49,unemployed,married,primary,no,157,yes,no,cellular,2,feb,131,2,-1,0,no,157.0,
40,entrepreneur,divorced,secondary,no,1247,yes,no,cellular,2,feb,445,2,-1,0,no,1247.0,
43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,yes,,-247.0
34,technician,married,secondary,no,4,yes,no,cellular,2,feb,105,2,263,1,no,4.0,
42,management,married,tertiary,no,477,yes,no,cellular,2,feb,413,2,242,3,no,477.0,
39,services,married,secondary,no,52,no,no,telephone,2,feb,1420,3,-1,0,yes,52.0,
33,unemployed,single,tertiary,no,617,no,no,cellular,2,feb,620,2,-1,0,no,617.0,
53,technician,married,secondary,no,598,no,no,cellular,2,feb,340,3,264,2,no,598.0,
39,entrepreneur,married,tertiary,no,4,yes,yes,cellular,2,feb,871,4,-1,0,no,4.0,
55,unemployed,married,secondary,no,1339,no,no,cellular,2,feb,299,2,-1,0,no,1339.0,
49,blue-collar,married,primary,no,4,yes,yes,cellular,2,feb,161,2,-1,0,no,4.0,
47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,139,3,73,2,no,1167.0,
57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,no,485.0,
83,retired,married,tertiary,no,6236,no,no,cellular,2,feb,283,2,-1,0,no,6236.0,
39,blue-collar,married,primary,no,541,yes,no,cellular,2,feb,361,2,258,1,no,541.0,
70,management,married,tertiary,no,13297,no,no,cellular,2,feb,579,2,-1,0,no,13297.0,
35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,no,526.0,
29,management,married,secondary,no,-420,yes,no,cellular,2,feb,77,3,-1,0,no,,-420.0
48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,yes,623.0,
32,management,single,tertiary,no,739,yes,no,cellular,2,feb,266,2,-1,0,no,739.0,
31,management,divorced,tertiary,no,0,no,no,cellular,2,feb,269,2,-1,0,no,0.0,
21,student,single,secondary,no,948,no,no,telephone,2,feb,77,2,-1,0,no,948.0,
46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,yes,977.0,
28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,no,172.0,
41,blue-collar,divorced,primary,no,320,yes,no,cellular,2,feb,844,2,252,1,no,320.0,
26,student,single,secondary,no,0,no,no,cellular,2,feb,1223,2,-1,0,yes,0.0,
52,admin.,married,secondary,no,2851,no,yes,telephone,2,feb,35,1,-1,0,no,2851.0,
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,no,,-328.0
43,management,married,primary,no,73,no,no,cellular,2,feb,182,2,-1,0,no,73.0,
45,admin.,divorced,secondary,no,479,no,no,cellular,2,feb,83,2,-1,0,no,479.0,
36,admin.,married,secondary,no,304,yes,no,cellular,2,feb,249,3,-1,0,no,304.0,
51,services,married,secondary,no,615,no,no,cellular,2,feb,1110,2,-1,0,no,615.0,
45,admin.,married,secondary,yes,1,no,no,telephone,2,feb,1028,2,207,1,no,1.0,
39,management,married,tertiary,no,588,yes,yes,cellular,2,feb,2256,2,-1,0,no,588.0,
51,technician,married,secondary,no,100,no,no,cellular,2,feb,467,2,-1,0,yes,100.0,
40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,69,3,-1,0,no,231.0,
28,admin.,married,secondary,no,629,no,no,cellular,2,feb,160,4,-1,0,no,629.0,
38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,2,272,1,no,581.0,
30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,no,3485.0,
34,unemployed,single,secondary,no,847,no,no,cellular,2,feb,684,2,-1,0,no,847.0,
32,technician,single,tertiary,no,1534,no,no,cellular,2,feb,199,2,-1,0,no,1534.0,
47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,feb,112,2,-1,0,no,186.0,
37,self-employed,divorced,secondary,no,1082,no,no,cellular,2,feb,127,3,5,5,no,1082.0,
46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,219,2,244,1,no,,-221.0
55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,no,145.0,
53,blue-collar,divorced,primary,no,-1,yes,no,cellular,2,feb,138,3,5,1,no,,-1.0
29,technician,divorced,secondary,no,-95,yes,no,cellular,2,feb,42,7,228,1,no,,-95.0
51,blue-collar,married,primary,no,2095,yes,yes,cellular,2,feb,438,4,-1,0,no,2095.0,
27,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,2,-1,0,no,24.0,
49,management,married,secondary,no,466,no,no,cellular,2,feb,21,3,-1,0,no,466.0,
33,services,married,secondary,no,317,yes,no,cellular,2,feb,141,4,201,1,no,317.0,
29,student,single,tertiary,no,1679,no,no,cellular,2,feb,485,2,-1,0,no,1679.0,
50,technician,divorced,secondary,no,8,no,no,cellular,2,feb,171,2,5,1,no,8.0,
31,management,married,tertiary,no,40,no,no,cellular,2,feb,118,2,-1,0,no,40.0,
44,technician,divorced,tertiary,no,245,yes,no,cellular,2,feb,347,2,-1,0,no,245.0,
46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,no,317.0,
37,technician,married,tertiary,no,0,yes,no,cellular,2,feb,440,2,-1,0,no,0.0,
48,management,married,tertiary,no,7289,yes,no,cellular,2,feb,316,3,-1,0,no,7289.0,
65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,no,1948.0,
36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,-1,0,no,606.0,
35,admin.,married,secondary,no,287,yes,no,cellular,2,feb,115,3,245,8,no,287.0,
58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,98,2,271,1,no,8266.0,
46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,no,1028.0,
55,admin.,single,secondary,yes,986,no,yes,cellular,2,feb,12,3,-1,0,no,986.0,
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,yes,7459.0,
40,technician,divorced,secondary,no,93,no,no,cellular,2,feb,123,2,-1,0,no,93.0,
